student_id,gender,grade,stream,class_name,class_section,class_size,subject,semester,visited_resources,announcements_viewed,discussion_participation,absence_days,weekly_study_hours,homework_completion_rate,final_score,caps_level,performance_class,is_pass
FHS0477,Male,Grade 9,General,9B,B,35,English FAL,Semester 2,54,42,33,Under-7,8.8,38,40,3,M,1
FHS0478,Male,Grade 9,General,9C,C,45,Mathematics,Semester 2,22,51,56,Above-7,13.3,53,11,1,L,0
FHS0479,Male,Grade 9,General,9A,A,38,EMS,Semester 2,28,26,40,Above-7,10.3,49,25,1,L,0
FHS0480,Male,Grade 9,General,9A,A,38,Life Orientation,Semester 2,58,38,36,Above-7,12.1,50,29,1,L,0
FHS0481,Male,Grade 9,General,9A,A,35,EMS,Semester 1,0,25,32,Above-7,3.3,26,5,1,L,0
FHS0482,Female,Grade 9,General,9B,B,35,Technology,Semester 1,62,39,55,Above-7,12.2,47,32,2,L,0
FHS0483,Male,Grade 9,General,9C,C,48,Social Sciences,Semester 2,29,43,44,Under-7,10.6,53,48,3,M,1
FHS0484,Female,Grade 9,General,9C,C,38,Mathematics,Semester 2,47,25,27,Under-7,7.8,72,37,2,L,0
FHS0485,Male,Grade 9,General,9A,A,32,Mathematics,Semester 1,73,38,43,Under-7,11.3,62,51,4,M,1
FHS0486,Male,Grade 9,General,9B,B,42,Natural Sciences,Semester 1,80,58,51,Under-7,16.8,74,69,5,M,1
FHS0487,Female,Grade 9,General,9C,C,35,English FAL,Semester 2,23,31,15,Under-7,6.4,21,12,1,L,0
FHS0488,Male,Grade 9,General,9B,B,35,Social Sciences,Semester 2,53,63,8,Under-7,10.5,90,50,4,M,1
FHS0489,Female,Grade 9,General,9B,B,42,EMS,Semester 1,99,54,63,Under-7,19.0,100,84,7,H,1
FHS0490,Male,Grade 9,General,9B,B,38,English FAL,Semester 1,34,42,26,Above-7,8.7,66,37,2,L,0
FHS0491,Female,Grade 9,General,9C,C,45,Mathematics,Semester 1,64,84,42,Above-7,22.3,78,40,3,M,1
FHS0492,Male,Grade 9,General,9B,B,45,Natural Sciences,Semester 2,57,16,51,Under-7,10.0,77,45,3,M,1
FHS0493,Female,Grade 9,General,9C,C,32,EMS,Semester 2,89,84,68,Under-7,18.6,100,91,7,H,1
FHS0494,Male,Grade 9,General,9A,A,42,EMS,Semester 1,49,13,73,Under-7,9.0,58,55,4,M,1
FHS0495,Male,Grade 9,General,9A,A,32,Life Orientation,Semester 2,94,43,86,Under-7,15.1,82,80,7,H,1
FHS0496,Male,Grade 9,General,9A,A,38,Technology,Semester 2,41,77,47,Under-7,19.2,87,58,4,M,1
FHS0497,Female,Grade 9,General,9B,B,38,Social Sciences,Semester 1,50,32,57,Under-7,14.2,64,62,5,M,1
FHS0498,Female,Grade 9,General,9B,B,35,Life Orientation,Semester 2,60,42,71,Above-7,13.1,84,45,3,M,1
FHS0499,Female,Grade 9,General,9B,B,35,Social Sciences,Semester 1,4,0,46,Above-7,5.4,31,6,1,L,0
FHS0500,Female,Grade 9,General,9A,A,42,Technology,Semester 1,50,39,49,Under-7,8.0,54,41,3,M,1
FHS0501,Male,Grade 9,General,9B,B,38,English FAL,Semester 2,82,67,73,Under-7,19.6,93,77,6,H,1
FHS0502,Male,Grade 9,General,9B,B,38,Life Orientation,Semester 1,59,50,64,Under-7,21.1,80,85,7,H,1
FHS0503,Female,Grade 9,General,9A,A,32,EMS,Semester 1,88,20,68,Under-7,15.9,73,79,6,H,1
FHS0504,Female,Grade 9,General,9C,C,42,EMS,Semester 2,58,36,27,Above-7,13.7,56,41,3,M,1
FHS0505,Female,Grade 9,General,9A,A,38,Mathematics,Semester 1,62,19,40,Under-7,14.0,55,53,4,M,1
FHS0506,Male,Grade 9,General,9C,C,35,Natural Sciences,Semester 2,65,66,54,Under-7,17.1,84,68,5,M,1
FHS0507,Male,Grade 9,General,9C,C,42,Technology,Semester 1,45,0,45,Above-7,5.4,36,14,1,L,0
FHS0508,Female,Grade 9,General,9B,B,32,Mathematics,Semester 2,80,90,89,Under-7,16.4,87,86,7,H,1
FHS0509,Male,Grade 9,General,9B,B,35,Life Orientation,Semester 1,79,41,18,Above-7,14.0,50,49,3,M,1
FHS0510,Female,Grade 9,General,9B,B,38,Mathematics,Semester 2,38,45,60,Above-7,4.5,61,25,1,L,0
FHS0511,Male,Grade 9,General,9B,B,32,Social Sciences,Semester 1,75,62,91,Under-7,18.6,97,89,7,H,1
FHS0512,Male,Grade 9,General,9A,A,35,English FAL,Semester 1,97,39,51,Under-7,12.3,61,69,5,M,1
FHS0513,Male,Grade 9,General,9B,B,45,Life Orientation,Semester 1,81,54,93,Above-7,12.5,93,75,6,H,1
FHS0514,Female,Grade 9,General,9B,B,35,Life Orientation,Semester 2,96,61,67,Under-7,16.2,75,86,7,H,1
FHS0515,Male,Grade 9,General,9B,B,45,Life Orientation,Semester 2,80,69,62,Under-7,17.1,99,71,6,H,1
FHS0516,Female,Grade 9,General,9C,C,35,Mathematics,Semester 2,23,6,3,Above-7,8.5,53,13,1,L,0
FHS0517,Female,Grade 9,General,9A,A,38,EMS,Semester 2,86,92,48,Under-7,10.6,68,74,6,H,1
FHS0518,Female,Grade 9,General,9B,B,35,Mathematics,Semester 1,83,31,78,Under-7,13.6,87,60,5,M,1
FHS0519,Female,Grade 9,General,9A,A,45,English FAL,Semester 1,50,17,24,Above-7,8.8,50,19,1,L,0
FHS0520,Female,Grade 9,General,9B,B,32,Mathematics,Semester 1,30,21,21,Under-7,16.5,38,27,1,L,0
FHS0521,Male,Grade 9,General,9C,C,38,Social Sciences,Semester 2,86,61,62,Under-7,11.8,71,79,6,H,1
FHS0522,Male,Grade 9,General,9B,B,38,English FAL,Semester 2,47,60,45,Above-7,17.0,59,34,2,L,0
FHS0523,Female,Grade 9,General,9B,B,42,Social Sciences,Semester 1,68,55,80,Above-7,15.2,74,47,3,M,1
FHS0524,Male,Grade 9,General,9B,B,42,EMS,Semester 2,30,41,26,Above-7,7.7,38,32,2,L,0
FHS0525,Female,Grade 9,General,9C,C,32,Social Sciences,Semester 2,68,33,77,Under-7,21.5,84,75,6,H,1
FHS0526,Female,Grade 9,General,9B,B,38,Natural Sciences,Semester 2,50,33,65,Under-7,11.5,78,51,4,M,1
FHS0527,Male,Grade 9,General,9A,A,42,Mathematics,Semester 1,66,96,36,Under-7,13.0,75,69,5,M,1
FHS0528,Female,Grade 9,General,9B,B,32,English FAL,Semester 2,92,39,65,Above-7,12.6,68,64,5,M,1
FHS0529,Female,Grade 9,General,9C,C,38,Social Sciences,Semester 1,49,46,40,Under-7,12.2,65,53,4,M,1
FHS0530,Female,Grade 9,General,9C,C,38,EMS,Semester 1,73,51,95,Under-7,12.1,73,69,5,M,1
FHS0531,Male,Grade 9,General,9A,A,35,Mathematics,Semester 2,45,38,80,Under-7,12.8,45,59,4,M,1
FHS0532,Male,Grade 9,General,9A,A,38,English FAL,Semester 1,44,29,31,Above-7,9.2,58,20,1,L,0
FHS0533,Female,Grade 9,General,9A,A,35,Natural Sciences,Semester 2,48,33,54,Under-7,8.5,72,45,3,M,1
FHS0534,Female,Grade 9,General,9A,A,32,English FAL,Semester 1,43,42,32,Above-7,8.4,60,17,1,L,0
FHS0535,Male,Grade 9,General,9B,B,42,Social Sciences,Semester 2,71,0,43,Under-7,15.4,51,40,3,M,1
FHS0536,Female,Grade 9,General,9C,C,48,Social Sciences,Semester 1,67,30,47,Above-7,10.8,29,23,1,L,0
FHS0537,Female,Grade 9,General,9A,A,42,English FAL,Semester 1,62,55,79,Under-7,13.4,77,56,4,M,1
FHS0538,Female,Grade 9,General,9A,A,35,Life Orientation,Semester 2,40,12,54,Above-7,7.7,47,34,2,L,0
FHS0539,Female,Grade 9,General,9A,A,35,Technology,Semester 2,41,59,50,Under-7,9.9,50,42,3,M,1
FHS0540,Male,Grade 9,General,9B,B,35,Life Orientation,Semester 1,25,0,8,Under-7,2.0,45,31,2,L,0
FHS0541,Female,Grade 9,General,9C,C,38,EMS,Semester 2,24,29,58,Under-7,9.0,48,51,4,M,1
FHS0542,Female,Grade 9,General,9A,A,35,Technology,Semester 1,58,58,69,Under-7,8.7,64,64,5,M,1
FHS0543,Male,Grade 9,General,9C,C,32,Natural Sciences,Semester 1,64,53,33,Under-7,8.5,70,54,4,M,1
FHS0544,Female,Grade 9,General,9A,A,38,Life Orientation,Semester 1,19,16,57,Under-7,9.2,60,51,4,M,1
FHS0545,Female,Grade 9,General,9A,A,42,Natural Sciences,Semester 1,61,27,29,Under-7,9.3,52,45,3,M,1
FHS0546,Female,Grade 9,General,9C,C,35,Natural Sciences,Semester 2,24,51,0,Under-7,8.7,18,32,2,L,0
FHS0547,Female,Grade 9,General,9B,B,38,Natural Sciences,Semester 2,90,82,63,Above-7,14.9,100,69,5,M,1
FHS0548,Male,Grade 9,General,9C,C,48,English FAL,Semester 2,63,37,31,Under-7,9.7,55,58,4,M,1
FHS0549,Female,Grade 9,General,9B,B,48,EMS,Semester 1,84,58,41,Under-7,14.0,87,76,6,H,1
FHS0550,Female,Grade 9,General,9C,C,38,Natural Sciences,Semester 2,48,44,34,Under-7,15.7,64,60,5,M,1
FHS0551,Male,Grade 9,General,9B,B,38,Mathematics,Semester 1,56,22,54,Under-7,6.8,49,42,3,M,1
FHS0552,Male,Grade 9,General,9A,A,35,Mathematics,Semester 1,63,20,53,Above-7,13.1,52,17,1,L,0
FHS0553,Female,Grade 9,General,9B,B,38,English FAL,Semester 2,97,60,76,Under-7,17.2,86,81,7,H,1
FHS0554,Male,Grade 9,General,9A,A,38,Natural Sciences,Semester 1,33,15,17,Above-7,2.0,33,5,1,L,0
FHS0555,Male,Grade 9,General,9B,B,32,Mathematics,Semester 1,28,12,70,Under-7,3.1,33,32,2,L,0
FHS0556,Female,Grade 9,General,9A,A,38,EMS,Semester 2,70,78,96,Under-7,21.4,88,87,7,H,1
FHS0557,Female,Grade 9,General,9C,C,38,Natural Sciences,Semester 2,38,72,37,Under-7,11.6,52,36,2,L,0
FHS0558,Female,Grade 9,General,9A,A,35,Technology,Semester 1,67,55,29,Above-7,12.2,47,27,1,L,0
FHS0559,Male,Grade 9,General,9B,B,38,Social Sciences,Semester 2,14,34,29,Under-7,8.4,50,29,1,L,0
FHS0560,Female,Grade 9,General,9A,A,42,EMS,Semester 2,54,27,65,Under-7,2.4,48,47,3,M,1
FHS0561,Female,Grade 9,General,9C,C,38,English FAL,Semester 1,99,29,57,Under-7,19.1,96,81,7,H,1
FHS0562,Male,Grade 9,General,9B,B,48,Mathematics,Semester 2,76,79,54,Under-7,14.9,84,66,5,M,1
FHS0563,Male,Grade 9,General,9A,A,42,Technology,Semester 1,71,99,70,Under-7,14.8,83,78,6,H,1
FHS0564,Female,Grade 9,General,9B,B,42,EMS,Semester 2,45,42,58,Above-7,6.1,39,30,2,L,0
FHS0565,Female,Grade 9,General,9C,C,42,Life Orientation,Semester 1,77,10,59,Under-7,12.1,79,57,4,M,1
FHS0566,Female,Grade 9,General,9A,A,45,Mathematics,Semester 2,21,21,72,Above-7,11.4,54,10,1,L,0
FHS0567,Female,Grade 9,General,9C,C,35,Social Sciences,Semester 2,45,45,20,Under-7,11.6,38,41,3,M,1
FHS0568,Male,Grade 9,General,9B,B,48,Natural Sciences,Semester 2,20,12,48,Under-7,5.1,21,20,1,L,0
FHS0569,Male,Grade 9,General,9B,B,48,Technology,Semester 1,46,61,19,Under-7,6.2,52,35,2,L,0
FHS0570,Male,Grade 9,General,9A,A,42,English FAL,Semester 2,56,33,51,Above-7,9.7,78,46,3,M,1
FHS0571,Male,Grade 9,General,9C,C,32,EMS,Semester 2,40,52,34,Under-7,9.3,68,49,3,M,1
FHS0572,Female,Grade 9,General,9B,B,38,Mathematics,Semester 1,85,37,79,Under-7,13.7,100,83,7,H,1
FHS0573,Male,Grade 9,General,9B,B,35,Life Orientation,Semester 1,80,49,55,Above-7,17.1,79,68,5,M,1
FHS0574,Female,Grade 9,General,9B,B,42,Life Orientation,Semester 1,81,72,58,Under-7,15.4,85,75,6,H,1
FHS0575,Female,Grade 9,General,9A,A,32,EMS,Semester 2,13,12,24,Under-7,14.0,58,41,3,M,1
FHS0576,Male,Grade 9,General,9B,B,42,Natural Sciences,Semester 1,26,49,39,Under-7,15.7,60,56,4,M,1
FHS0577,Male,Grade 9,General,9A,A,42,Natural Sciences,Semester 1,65,65,57,Under-7,14.8,96,66,5,M,1
FHS0578,Male,Grade 9,General,9B,B,42,Technology,Semester 2,48,37,60,Under-7,11.4,70,53,4,M,1
FHS0579,Male,Grade 9,General,9A,A,38,Technology,Semester 2,21,13,23,Above-7,13.3,53,19,1,L,0
FHS0580,Male,Grade 9,General,9A,A,35,Social Sciences,Semester 2,65,16,73,Under-7,11.6,60,61,5,M,1
FHS0581,Female,Grade 9,General,9A,A,42,Natural Sciences,Semester 2,86,73,65,Under-7,16.2,53,66,5,M,1
FHS0582,Male,Grade 9,General,9B,B,35,Natural Sciences,Semester 2,53,36,57,Above-7,5.8,36,23,1,L,0
FHS0583,Female,Grade 9,General,9B,B,32,Life Orientation,Semester 1,79,60,66,Under-7,20.0,95,88,7,H,1
FHS0584,Male,Grade 9,General,9C,C,35,EMS,Semester 1,62,75,45,Above-7,17.3,88,53,4,M,1
FHS0585,Female,Grade 9,General,9A,A,42,Mathematics,Semester 1,63,33,39,Under-7,7.5,73,39,2,L,0
FHS0586,Male,Grade 9,General,9B,B,32,Natural Sciences,Semester 2,60,59,96,Under-7,24.0,88,87,7,H,1
FHS0587,Female,Grade 9,General,9B,B,32,Social Sciences,Semester 2,40,47,36,Above-7,7.8,35,22,1,L,0
FHS0588,Female,Grade 9,General,9C,C,42,Mathematics,Semester 2,23,8,1,Under-7,6.2,51,8,1,L,0
FHS0589,Male,Grade 9,General,9C,C,42,Social Sciences,Semester 2,27,18,39,Above-7,2.0,30,11,1,L,0
FHS0590,Female,Grade 9,General,9C,C,35,EMS,Semester 1,58,66,94,Under-7,18.4,81,80,7,H,1
FHS0591,Male,Grade 9,General,9B,B,42,EMS,Semester 2,0,23,46,Above-7,2.0,43,9,1,L,0
FHS0592,Female,Grade 9,General,9A,A,42,Social Sciences,Semester 2,76,34,55,Under-7,12.7,75,66,5,M,1
FHS0593,Male,Grade 9,General,9B,B,42,Life Orientation,Semester 1,98,62,70,Under-7,13.7,83,93,7,H,1
FHS0594,Male,Grade 9,General,9A,A,38,Natural Sciences,Semester 2,64,46,38,Under-7,2.6,48,51,4,M,1
FHS0595,Female,Grade 9,General,9C,C,35,English FAL,Semester 2,65,75,67,Under-7,14.9,78,67,5,M,1
FHS0596,Female,Grade 9,General,9B,B,38,EMS,Semester 2,62,36,46,Under-7,16.4,77,59,4,M,1
FHS0597,Male,Grade 9,General,9A,A,48,Life Orientation,Semester 1,81,53,54,Under-7,18.8,78,68,5,M,1
FHS0598,Male,Grade 9,General,9B,B,38,Life Orientation,Semester 1,83,74,67,Under-7,19.3,66,92,7,H,1
FHS0599,Male,Grade 9,General,9A,A,35,Social Sciences,Semester 1,72,49,59,Under-7,15.6,100,61,5,M,1
FHS0600,Female,Grade 9,General,9A,A,32,English FAL,Semester 1,41,35,23,Under-7,7.8,50,41,3,M,1
FHS0601,Female,Grade 9,General,9A,A,45,Mathematics,Semester 2,51,57,32,Under-7,11.5,45,27,1,L,0
FHS0602,Female,Grade 9,General,9C,C,45,Natural Sciences,Semester 1,71,52,25,Under-7,12.8,91,58,4,M,1
FHS0603,Female,Grade 9,General,9A,A,35,EMS,Semester 2,78,76,72,Under-7,18.5,88,86,7,H,1
FHS0604,Female,Grade 9,General,9B,B,45,EMS,Semester 2,99,62,96,Under-7,15.8,85,87,7,H,1
FHS0605,Male,Grade 9,General,9B,B,35,Technology,Semester 1,79,67,59,Under-7,15.0,89,74,6,H,1
FHS0606,Male,Grade 9,General,9C,C,32,Natural Sciences,Semester 2,52,73,49,Under-7,10.0,72,56,4,M,1
FHS0607,Female,Grade 9,General,9B,B,42,Natural Sciences,Semester 2,54,38,37,Above-7,16.8,83,41,3,M,1
FHS0608,Female,Grade 9,General,9B,B,35,Mathematics,Semester 1,9,11,23,Under-7,8.9,29,6,1,L,0
FHS0609,Male,Grade 9,General,9C,C,35,Technology,Semester 2,65,76,64,Under-7,12.4,76,80,7,H,1
FHS0610,Male,Grade 9,General,9B,B,32,English FAL,Semester 1,39,5,13,Above-7,5.5,33,7,1,L,0
FHS0611,Female,Grade 9,General,9B,B,42,Natural Sciences,Semester 2,89,35,40,Under-7,16.9,63,67,5,M,1
FHS0612,Male,Grade 9,General,9B,B,38,Technology,Semester 2,64,59,67,Under-7,18.4,87,70,6,H,1
FHS0613,Female,Grade 9,General,9A,A,38,Natural Sciences,Semester 1,37,30,45,Under-7,12.6,40,52,4,M,1
FHS0614,Female,Grade 9,General,9A,A,38,Natural Sciences,Semester 2,63,35,38,Under-7,6.8,49,44,3,M,1
FHS0615,Female,Grade 9,General,9B,B,38,English FAL,Semester 2,24,50,50,Under-7,10.1,47,52,4,M,1
FHS0616,Female,Grade 9,General,9A,A,38,EMS,Semester 1,99,90,87,Under-7,18.6,89,97,7,H,1
FHS0617,Female,Grade 9,General,9C,C,38,EMS,Semester 1,84,80,45,Under-7,7.7,86,73,6,H,1
FHS0618,Male,Grade 9,General,9A,A,42,Mathematics,Semester 2,49,71,69,Under-7,15.1,96,50,4,M,1
FHS0619,Female,Grade 9,General,9C,C,35,Social Sciences,Semester 1,70,50,49,Under-7,18.4,62,61,5,M,1
FHS0620,Female,Grade 9,General,9A,A,32,Social Sciences,Semester 2,58,99,81,Under-7,18.2,86,81,7,H,1
FHS0621,Female,Grade 9,General,9B,B,35,Life Orientation,Semester 1,45,51,26,Under-7,12.9,61,58,4,M,1
FHS0622,Male,Grade 9,General,9B,B,42,EMS,Semester 1,33,1,34,Under-7,6.9,38,33,2,L,0
FHS0623,Female,Grade 9,General,9B,B,45,Mathematics,Semester 2,43,69,82,Under-7,13.2,71,48,3,M,1
FHS0624,Male,Grade 9,General,9C,C,42,Life Orientation,Semester 2,70,40,33,Under-7,14.6,73,63,5,M,1
FHS0625,Male,Grade 9,General,9A,A,35,English FAL,Semester 1,48,20,62,Under-7,12.4,85,52,4,M,1
FHS0626,Female,Grade 9,General,9A,A,42,Life Orientation,Semester 1,79,52,71,Under-7,14.2,91,81,7,H,1
FHS0627,Female,Grade 9,General,9B,B,42,Natural Sciences,Semester 1,80,18,37,Under-7,17.3,67,57,4,M,1
FHS0628,Male,Grade 9,General,9B,B,48,Mathematics,Semester 2,35,22,61,Under-7,3.6,18,31,2,L,0
FHS0629,Female,Grade 9,General,9C,C,38,EMS,Semester 2,43,17,55,Under-7,12.2,47,39,2,L,0
FHS0630,Female,Grade 9,General,9C,C,35,Social Sciences,Semester 2,68,28,26,Under-7,11.7,64,50,4,M,1
FHS0631,Male,Grade 9,General,9B,B,38,Social Sciences,Semester 2,53,28,62,Under-7,16.1,75,49,3,M,1
FHS0632,Male,Grade 9,General,9A,A,38,Natural Sciences,Semester 2,63,46,45,Under-7,13.0,71,58,4,M,1
FHS0633,Female,Grade 9,General,9B,B,42,Social Sciences,Semester 1,39,3,23,Above-7,4.0,36,13,1,L,0
FHS0634,Male,Grade 9,General,9C,C,35,Technology,Semester 2,53,60,62,Under-7,12.8,62,50,4,M,1
FHS0635,Male,Grade 9,General,9B,B,42,Life Orientation,Semester 1,47,49,31,Under-7,14.4,98,61,5,M,1
FHS0636,Female,Grade 9,General,9B,B,35,Social Sciences,Semester 2,24,26,40,Above-7,2.0,36,11,1,L,0
FHS0637,Male,Grade 9,General,9C,C,35,English FAL,Semester 1,71,75,68,Under-7,20.5,82,84,7,H,1
FHS0638,Male,Grade 9,General,9A,A,35,Life Orientation,Semester 1,77,46,64,Under-7,15.4,84,77,6,H,1
FHS0639,Male,Grade 9,General,9A,A,45,Technology,Semester 1,46,8,44,Under-7,6.5,20,39,2,L,0
FHS0640,Female,Grade 9,General,9C,C,42,Mathematics,Semester 2,90,83,70,Above-7,15.9,92,49,3,M,1
FHS0641,Female,Grade 9,General,9A,A,38,Natural Sciences,Semester 1,81,45,63,Above-7,14.7,77,51,4,M,1
FHS0642,Male,Grade 9,General,9A,A,35,Social Sciences,Semester 2,58,28,38,Above-7,11.0,68,30,2,L,0
FHS0643,Male,Grade 9,General,9B,B,32,EMS,Semester 1,42,53,12,Above-7,9.3,37,21,1,L,0
FHS0644,Female,Grade 9,General,9C,C,38,Social Sciences,Semester 2,99,61,69,Under-7,21.0,95,91,7,H,1
FHS0645,Male,Grade 9,General,9C,C,42,Natural Sciences,Semester 1,47,50,45,Above-7,15.2,47,33,2,L,0
FHS0646,Female,Grade 9,General,9B,B,42,Life Orientation,Semester 2,63,55,57,Under-7,16.0,72,71,6,H,1
FHS0647,Male,Grade 9,General,9C,C,32,English FAL,Semester 2,74,57,60,Under-7,18.5,81,76,6,H,1
FHS0648,Male,Grade 9,General,9C,C,32,EMS,Semester 1,68,52,75,Under-7,22.0,100,82,7,H,1
FHS0649,Female,Grade 9,General,9B,B,42,EMS,Semester 2,95,51,42,Under-7,23.3,100,90,7,H,1
FHS0650,Male,Grade 9,General,9B,B,35,Natural Sciences,Semester 2,51,27,47,Under-7,13.8,63,46,3,M,1
FHS0651,Female,Grade 9,General,9C,C,35,Life Orientation,Semester 1,67,51,76,Under-7,16.8,92,71,6,H,1
FHS0652,Female,Grade 9,General,9A,A,32,Life Orientation,Semester 2,63,40,75,Under-7,14.4,82,88,7,H,1
FHS0653,Male,Grade 9,General,9A,A,38,Life Orientation,Semester 2,30,20,61,Under-7,13.3,74,57,4,M,1
FHS0654,Male,Grade 9,General,9B,B,42,English FAL,Semester 2,15,3,46,Above-7,2.0,42,6,1,L,0
FHS0655,Female,Grade 9,General,9B,B,42,Social Sciences,Semester 1,48,37,48,Under-7,9.2,65,49,3,M,1
FHS0656,Female,Grade 9,General,9B,B,32,EMS,Semester 2,55,66,63,Under-7,12.4,76,68,5,M,1
FHS0657,Male,Grade 9,General,9A,A,32,Social Sciences,Semester 1,31,33,28,Above-7,6.2,26,16,1,L,0
FHS0658,Male,Grade 9,General,9A,A,32,Technology,Semester 1,88,75,77,Under-7,20.3,89,83,7,H,1
FHS0659,Female,Grade 9,General,9C,C,45,Natural Sciences,Semester 1,66,59,71,Under-7,17.7,90,69,5,M,1
FHS0660,Female,Grade 9,General,9B,B,42,Technology,Semester 1,88,71,49,Above-7,18.3,91,59,4,M,1
FHS0661,Male,Grade 9,General,9A,A,45,Life Orientation,Semester 2,56,7,28,Under-7,6.5,64,44,3,M,1
FHS0662,Female,Grade 9,General,9A,A,32,Mathematics,Semester 2,69,49,96,Under-7,20.1,62,59,4,M,1
FHS0663,Female,Grade 9,General,9A,A,38,Technology,Semester 1,76,69,73,Under-7,17.4,83,77,6,H,1
FHS0664,Male,Grade 9,General,9B,B,42,Natural Sciences,Semester 2,81,68,61,Under-7,15.8,87,81,7,H,1
FHS0665,Female,Grade 9,General,9C,C,35,Life Orientation,Semester 2,99,39,51,Under-7,15.3,84,76,6,H,1
FHS0666,Female,Grade 9,General,9B,B,35,Mathematics,Semester 2,43,57,68,Under-7,12.0,78,52,4,M,1
FHS0667,Female,Grade 9,General,9B,B,42,Social Sciences,Semester 1,78,44,52,Under-7,14.6,100,70,6,H,1
FHS0668,Male,Grade 9,General,9B,B,35,EMS,Semester 2,75,46,72,Under-7,19.3,83,83,7,H,1
FHS0669,Male,Grade 9,General,9B,B,42,Natural Sciences,Semester 1,92,28,68,Under-7,9.8,75,76,6,H,1
FHS0670,Female,Grade 9,General,9C,C,35,Mathematics,Semester 2,80,21,48,Under-7,18.1,81,55,4,M,1
FHS0671,Male,Grade 9,General,9A,A,35,Life Orientation,Semester 1,39,36,31,Above-7,12.4,43,19,1,L,0
FHS0672,Female,Grade 9,General,9C,C,42,Social Sciences,Semester 2,0,9,7,Under-7,6.6,42,16,1,L,0
FHS0673,Male,Grade 9,General,9A,A,48,English FAL,Semester 2,45,38,21,Under-7,12.0,56,26,1,L,0
FHS0674,Female,Grade 9,General,9B,B,45,Natural Sciences,Semester 1,47,32,81,Under-7,15.4,72,56,4,M,1
FHS0675,Female,Grade 9,General,9C,C,42,EMS,Semester 2,59,47,12,Under-7,16.5,55,64,5,M,1
FHS0676,Male,Grade 9,General,9B,B,45,Mathematics,Semester 2,51,38,51,Under-7,12.9,66,41,3,M,1
FHS0677,Female,Grade 9,General,9A,A,35,Life Orientation,Semester 1,56,47,48,Under-7,9.6,66,61,5,M,1
FHS0678,Female,Grade 9,General,9A,A,32,Mathematics,Semester 1,52,12,61,Above-7,3.5,46,18,1,L,0
FHS0679,Female,Grade 9,General,9B,B,38,Social Sciences,Semester 1,70,26,75,Above-7,13.1,70,44,3,M,1
FHS0680,Female,Grade 9,General,9C,C,42,Natural Sciences,Semester 1,89,53,41,Under-7,15.0,82,66,5,M,1
FHS0681,Female,Grade 9,General,9B,B,38,Social Sciences,Semester 1,27,11,24,Under-7,2.0,40,24,1,L,0
FHS0682,Female,Grade 9,General,9B,B,42,English FAL,Semester 2,67,75,59,Above-7,17.5,50,33,2,L,0
FHS0683,Male,Grade 9,General,9C,C,38,Social Sciences,Semester 1,96,40,70,Above-7,14.3,81,57,4,M,1
FHS0684,Female,Grade 9,General,9C,C,45,English FAL,Semester 2,99,37,59,Under-7,18.1,100,69,5,M,1
FHS0685,Male,Grade 9,General,9A,A,32,Social Sciences,Semester 2,38,48,21,Under-7,9.3,64,47,3,M,1
FHS0686,Male,Grade 9,General,9C,C,32,English FAL,Semester 2,46,55,74,Under-7,10.2,78,66,5,M,1
FHS0687,Female,Grade 9,General,9A,A,35,Life Orientation,Semester 1,66,38,13,Above-7,16.4,67,41,3,M,1
FHS0688,Female,Grade 9,General,9B,B,38,Life Orientation,Semester 2,77,49,55,Under-7,16.1,77,65,5,M,1
FHS0689,Female,Grade 9,General,9C,C,45,Mathematics,Semester 2,49,0,36,Under-7,12.7,57,35,2,L,0
FHS0690,Male,Grade 9,General,9A,A,38,Social Sciences,Semester 1,33,62,59,Above-7,13.3,52,27,1,L,0
FHS0691,Male,Grade 9,General,9C,C,38,Mathematics,Semester 1,49,62,44,Under-7,5.0,64,45,3,M,1
FHS0692,Female,Grade 9,General,9C,C,38,Natural Sciences,Semester 1,85,80,99,Under-7,20.8,88,91,7,H,1
FHS0693,Female,Grade 9,General,9B,B,35,Social Sciences,Semester 1,50,12,26,Under-7,13.2,70,54,4,M,1
FHS0694,Male,Grade 9,General,9B,B,32,Technology,Semester 2,17,40,33,Above-7,9.0,38,24,1,L,0
FHS0695,Male,Grade 9,General,9A,A,42,Life Orientation,Semester 1,56,33,51,Under-7,14.1,49,61,5,M,1
FHS0696,Male,Grade 9,General,9A,A,32,English FAL,Semester 2,54,20,25,Under-7,10.3,82,45,3,M,1
FHS0697,Female,Grade 9,General,9A,A,35,Life Orientation,Semester 2,58,69,46,Under-7,16.8,63,53,4,M,1
FHS0698,Male,Grade 9,General,9A,A,38,Natural Sciences,Semester 2,34,6,22,Above-7,8.8,52,18,1,L,0
FHS0699,Female,Grade 9,General,9C,C,35,Natural Sciences,Semester 1,99,70,82,Under-7,21.3,92,90,7,H,1
FHS0700,Male,Grade 9,General,9B,B,38,Mathematics,Semester 1,60,0,28,Above-7,5.7,24,5,1,L,0
FHS0701,Male,Grade 9,General,9B,B,35,English FAL,Semester 2,49,13,34,Under-7,14.8,48,38,2,L,0
FHS0702,Female,Grade 9,General,9A,A,38,Life Orientation,Semester 1,61,38,63,Under-7,18.6,74,70,6,H,1
FHS0703,Male,Grade 9,General,9A,A,38,EMS,Semester 1,89,88,58,Under-7,18.7,96,92,7,H,1
